user_id,first,last,archetype,state,transaction_date,month,year,month_key,category,merchant,amount,is_subscription,subscription_frequency,monthly_total,prev_month_total,month_over_month_change_pct,avg_monthly_spend,credit_score_impact_category,spending_velocity_7d,is_fraud_flag,risk_score
USER_0000,James,Jones,frugal_saver,TX,2024-10-12,10,2024,2024-10,Dining & Restaurants,Sushi Zen,14.41,False,one-time,0,0,0,3319.21,neutral,16,False,0.409
USER_0000,James,Jones,frugal_saver,TX,2024-10-12,10,2024,2024-10,Travel & Leisure,Delta Airlines,77.26,False,one-time,0,0,0,3319.21,positive,7,False,0.057
USER_0000,James,Jones,frugal_saver,TX,2024-10-13,10,2024,2024-10,Entertainment,Regal Cinema,30.31,False,one-time,0,0,0,3319.21,neutral,11,False,0.15
USER_0000,James,Jones,frugal_saver,TX,2024-10-19,10,2024,2024-10,Dining & Restaurants,Steakhouse,34.73,False,one-time,0,0,0,3319.21,neutral,16,False,0.406
USER_0000,James,Jones,frugal_saver,TX,2024-10-20,10,2024,2024-10,Healthcare,LabCorp,78.59,False,one-time,0,0,0,3319.21,positive,15,False,0.08
USER_0000,James,Jones,frugal_saver,TX,2024-10-20,10,2024,2024-10,Groceries,Publix,118.56,False,one-time,0,0,0,3319.21,positive,11,False,0.402
USER_0000,James,Jones,frugal_saver,TX,2024-10-21,10,2024,2024-10,Groceries,Trader Joe's,20.0,False,one-time,0,0,0,3319.21,positive,4,False,0.46
USER_0000,James,Jones,frugal_saver,TX,2024-10-25,10,2024,2024-10,Online Shopping,eBay,78.49,False,one-time,0,0,0,3319.21,neutral,3,False,0.435
USER_0000,James,Jones,frugal_saver,TX,2024-11-06,11,2024,2024-11,Online Shopping,Etsy,35.02,False,one-time,0,0,0,3319.21,neutral,2,False,0.287
USER_0000,James,Jones,frugal_saver,TX,2024-11-07,11,2024,2024-11,Subscriptions,HBO Max,19.99,True,monthly,0,0,0,3319.21,negative,12,False,0.457
USER_0000,James,Jones,frugal_saver,TX,2024-11-18,11,2024,2024-11,Groceries,Kroger,95.19,False,one-time,0,0,0,3319.21,positive,11,False,0.389
USER_0000,James,Jones,frugal_saver,TX,2024-12-03,12,2024,2024-12,Travel & Leisure,Expedia,9.43,False,one-time,0,0,0,3319.21,positive,8,False,0.478
USER_0000,James,Jones,frugal_saver,TX,2024-12-04,12,2024,2024-12,Groceries,Costco,66.03,False,one-time,0,0,0,3319.21,positive,10,False,0.436
USER_0000,James,Jones,frugal_saver,TX,2024-12-18,12,2024,2024-12,Groceries,Trader Joe's,90.43,False,one-time,0,0,0,3319.21,positive,18,True,0.971
USER_0000,James,Jones,frugal_saver,TX,2025-01-01,1,2025,2025-01,Housing (Rent/Mortgage),Local Landlord,948.98,False,one-time,0,0,0,3319.21,positive,1,False,0.25
USER_0000,James,Jones,frugal_saver,TX,2025-01-01,1,2025,2025-01,Housing (Rent/Mortgage),Wells Fargo Home,948.98,False,one-time,0,0,0,3319.21,positive,17,False,0.084
USER_0000,James,Jones,frugal_saver,TX,2025-01-05,1,2025,2025-01,Utilities & Bills,Duke Energy,167.32,False,one-time,0,0,0,3319.21,positive,14,False,0.063
USER_0000,James,Jones,frugal_saver,TX,2025-01-06,1,2025,2025-01,Misc / Cash,Miscellaneous Merchant,122.14,False,one-time,0,0,0,3319.21,neutral,12,False,0.137
USER_0000,James,Jones,frugal_saver,TX,2025-01-19,1,2025,2025-01,Groceries,Walmart,123.64,False,one-time,0,0,0,3319.21,positive,14,False,0.284
USER_0000,James,Jones,frugal_saver,TX,2025-01-22,1,2025,2025-01,Utilities & Bills,Duke Energy,182.62,False,one-time,0,0,0,3319.21,positive,11,False,0.234
USER_0000,James,Jones,frugal_saver,TX,2025-01-26,1,2025,2025-01,Groceries,Whole Foods,123.56,False,one-time,0,0,0,3319.21,positive,23,False,0.162
USER_0000,James,Jones,frugal_saver,TX,2025-01-31,1,2025,2025-01,Entertainment,Ticketmaster,43.34,False,one-time,0,0,0,3319.21,neutral,14,False,0.378
USER_0000,James,Jones,frugal_saver,TX,2025-02-01,2,2025,2025-02,Housing (Rent/Mortgage),Local Landlord,948.98,False,one-time,0,0,0,3319.21,positive,17,False,0.086
USER_0000,James,Jones,frugal_saver,TX,2025-02-05,2,2025,2025-02,Utilities & Bills,Comcast,197.51,False,one-time,0,0,0,3319.21,positive,14,False,0.189
USER_0000,James,Jones,frugal_saver,TX,2025-02-20,2,2025,2025-02,Online Shopping,Temu,40.58,False,one-time,0,0,0,3319.21,neutral,21,True,0.985
USER_0000,James,Jones,frugal_saver,TX,2025-03-02,3,2025,2025-03,Healthcare,LabCorp,31.54,False,one-time,0,0,0,3319.21,positive,11,False,0.36
USER_0000,James,Jones,frugal_saver,TX,2025-03-08,3,2025,2025-03,Healthcare,Kaiser Permanente,15.23,False,one-time,0,0,0,3319.21,positive,24,False,0.472
USER_0000,James,Jones,frugal_saver,TX,2025-03-12,3,2025,2025-03,Online Shopping,eBay,32.41,False,one-time,0,0,0,3319.21,neutral,21,True,0.754
USER_0000,James,Jones,frugal_saver,TX,2025-03-25,3,2025,2025-03,Travel & Leisure,United Airlines,17.86,False,one-time,0,0,0,3319.21,positive,7,False,0.129
USER_0000,James,Jones,frugal_saver,TX,2025-04-05,4,2025,2025-04,Groceries,Kroger,91.02,False,one-time,0,0,0,3319.21,positive,8,False,0.13
USER_0000,James,Jones,frugal_saver,TX,2025-04-11,4,2025,2025-04,Transportation & Gas,Shell,38.58,False,one-time,0,0,0,3319.21,positive,7,False,0.38
USER_0000,James,Jones,frugal_saver,TX,2025-04-13,4,2025,2025-04,Clothing & Fashion,Lululemon,96.71,False,one-time,0,0,0,3319.21,neutral,21,False,0.192
USER_0000,James,Jones,frugal_saver,TX,2025-04-13,4,2025,2025-04,Subscriptions,Microsoft 365,19.99,True,monthly,0,0,0,3319.21,negative,13,False,0.114
USER_0000,James,Jones,frugal_saver,TX,2025-04-21,4,2025,2025-04,Transportation & Gas,BP,89.48,False,one-time,0,0,0,3319.21,positive,4,False,0.336
USER_0000,James,Jones,frugal_saver,TX,2025-04-23,4,2025,2025-04,Subscriptions,Disney+,19.99,True,monthly,0,0,0,3319.21,negative,16,False,0.175
USER_0000,James,Jones,frugal_saver,TX,2025-04-27,4,2025,2025-04,Online Shopping,eBay,10.0,False,one-time,0,0,0,3319.21,neutral,17,False,0.447
USER_0000,James,Jones,frugal_saver,TX,2025-05-01,5,2025,2025-05,Housing (Rent/Mortgage),Local Landlord,948.98,False,one-time,0,0,0,3319.21,positive,9,False,0.385
USER_0000,James,Jones,frugal_saver,TX,2025-05-04,5,2025,2025-05,Online Shopping,Target,396.43,False,one-time,0,0,0,3319.21,neutral,14,False,0.104
USER_0000,James,Jones,frugal_saver,TX,2025-05-06,5,2025,2025-05,Electronics,Apple Store,9.24,False,one-time,0,0,0,3319.21,neutral,23,False,0.294
USER_0000,James,Jones,frugal_saver,TX,2025-05-06,5,2025,2025-05,Groceries,Costco,33.78,False,one-time,0,0,0,3319.21,positive,18,False,0.208
USER_0000,James,Jones,frugal_saver,TX,2025-05-06,5,2025,2025-05,Education,Student Loan Svc,100.21,False,one-time,0,0,0,3319.21,positive,7,False,0.083
USER_0000,James,Jones,frugal_saver,TX,2025-05-10,5,2025,2025-05,Travel & Leisure,Airbnb,356.65,False,one-time,0,0,0,3319.21,positive,8,True,0.76
USER_0000,James,Jones,frugal_saver,TX,2025-05-14,5,2025,2025-05,Online Shopping,Shein,25.04,False,one-time,0,0,0,3319.21,neutral,19,True,0.876
USER_0000,James,Jones,frugal_saver,TX,2025-05-19,5,2025,2025-05,Groceries,Costco,34.89,False,one-time,0,0,0,3319.21,positive,17,False,0.364
USER_0000,James,Jones,frugal_saver,TX,2025-05-29,5,2025,2025-05,Groceries,Trader Joe's,74.76,False,one-time,0,0,0,3319.21,positive,7,False,0.271
USER_0000,James,Jones,frugal_saver,TX,2025-06-12,6,2025,2025-06,Groceries,Walmart,99.76,False,one-time,0,0,0,3319.21,positive,5,False,0.01
USER_0000,James,Jones,frugal_saver,TX,2025-06-13,6,2025,2025-06,Electronics,B&H Photo,43.01,False,one-time,0,0,0,3319.21,neutral,15,False,0.073
USER_0000,James,Jones,frugal_saver,TX,2025-06-14,6,2025,2025-06,Online Shopping,Wayfair,177.7,False,one-time,0,0,0,3319.21,neutral,18,True,0.771
USER_0000,James,Jones,frugal_saver,TX,2025-06-16,6,2025,2025-06,Groceries,Trader Joe's,69.1,False,one-time,0,0,0,3319.21,positive,12,False,0.39
USER_0000,James,Jones,frugal_saver,TX,2025-06-19,6,2025,2025-06,Transportation & Gas,Lyft,49.45,False,one-time,0,0,0,3319.21,positive,9,False,0.255
USER_0000,James,Jones,frugal_saver,TX,2025-06-20,6,2025,2025-06,Groceries,Walmart,38.74,False,one-time,0,0,0,3319.21,positive,9,False,0.283
USER_0000,James,Jones,frugal_saver,TX,2025-06-28,6,2025,2025-06,Entertainment,Dave & Buster's,15.88,False,one-time,0,0,0,3319.21,neutral,20,False,0.276
USER_0000,James,Jones,frugal_saver,TX,2025-07-05,7,2025,2025-07,Dining & Restaurants,McDonald's,35.21,False,one-time,0,0,0,3319.21,neutral,9,False,0.044
USER_0000,James,Jones,frugal_saver,TX,2025-07-13,7,2025,2025-07,Transportation & Gas,Lyft,40.45,False,one-time,0,0,0,3319.21,positive,2,False,0.319
USER_0000,James,Jones,frugal_saver,TX,2025-07-22,7,2025,2025-07,Groceries,Trader Joe's,81.94,False,one-time,0,0,0,3319.21,positive,24,False,0.341
USER_0000,James,Jones,frugal_saver,TX,2025-07-31,7,2025,2025-07,Healthcare,CVS Pharmacy,20.11,False,one-time,0,0,0,3319.21,positive,4,False,0.334
USER_0000,James,Jones,frugal_saver,TX,2025-08-02,8,2025,2025-08,Entertainment,Dave & Buster's,22.48,False,one-time,0,0,0,3319.21,neutral,2,False,0.22
USER_0000,James,Jones,frugal_saver,TX,2025-08-02,8,2025,2025-08,Transportation & Gas,Lyft,75.05,False,one-time,0,0,0,3319.21,positive,22,False,0.06
USER_0000,James,Jones,frugal_saver,TX,2025-08-07,8,2025,2025-08,Online Shopping,Target,27.57,False,one-time,0,0,0,3319.21,neutral,15,True,0.794
USER_0000,James,Jones,frugal_saver,TX,2025-08-08,8,2025,2025-08,Groceries,Kroger,116.65,False,one-time,0,0,0,3319.21,positive,11,False,0.326
USER_0000,James,Jones,frugal_saver,TX,2025-08-16,8,2025,2025-08,Clothing & Fashion,Forever 21,63.94,False,one-time,0,0,0,3319.21,neutral,19,False,0.246
USER_0000,James,Jones,frugal_saver,TX,2025-08-16,8,2025,2025-08,Entertainment,Sky Zone,47.82,False,one-time,0,0,0,3319.21,neutral,24,False,0.126
USER_0000,James,Jones,frugal_saver,TX,2025-09-01,9,2025,2025-09,Housing (Rent/Mortgage),Chase Mortgage,948.98,False,one-time,0,0,0,3319.21,positive,17,False,0.378
USER_0000,James,Jones,frugal_saver,TX,2025-09-12,9,2025,2025-09,Dining & Restaurants,McDonald's,21.68,False,one-time,0,0,0,3319.21,neutral,7,False,0.239
USER_0000,James,Jones,frugal_saver,TX,2025-09-15,9,2025,2025-09,Clothing & Fashion,Nordstrom,134.47,False,one-time,0,0,0,3319.21,neutral,22,False,0.058
USER_0000,James,Jones,frugal_saver,TX,2025-09-30,9,2025,2025-09,Utilities & Bills,AT&T,117.46,False,one-time,0,0,0,3319.21,positive,20,False,0.03
USER_0000,James,Jones,frugal_saver,TX,2025-10-01,10,2025,2025-10,Housing (Rent/Mortgage),Property Mgmt,948.98,False,one-time,0,0,0,3319.21,positive,25,False,0.323
USER_0000,James,Jones,frugal_saver,TX,2025-10-08,10,2025,2025-10,Subscriptions,Adobe CC,49.99,True,monthly,0,0,0,3319.21,negative,12,False,0.339
USER_0000,James,Jones,frugal_saver,TX,2025-10-28,10,2025,2025-10,Travel & Leisure,Marriott,28.53,False,one-time,0,0,0,3319.21,positive,18,False,0.166
USER_0000,James,Jones,frugal_saver,TX,2025-11-02,11,2025,2025-11,Transportation & Gas,Shell,55.03,False,one-time,0,0,0,3319.21,positive,24,False,0.147
USER_0000,James,Jones,frugal_saver,TX,2025-11-08,11,2025,2025-11,Online Shopping,Target,33.36,False,one-time,0,0,0,3319.21,neutral,13,False,0.434
USER_0000,James,Jones,frugal_saver,TX,2025-11-11,11,2025,2025-11,Groceries,Costco,139.06,False,one-time,0,0,0,3319.21,positive,19,False,0.317
USER_0000,James,Jones,frugal_saver,TX,2025-11-23,11,2025,2025-11,Groceries,Whole Foods,91.06,False,one-time,0,0,0,3319.21,positive,12,False,0.46
USER_0000,James,Jones,frugal_saver,TX,2025-11-25,11,2025,2025-11,Groceries,Publix,28.68,False,one-time,0,0,0,3319.21,positive,9,False,0.408
USER_0000,James,Jones,frugal_saver,TX,2025-11-28,11,2025,2025-11,Online Shopping,Amazon,330.87,False,one-time,0,0,0,3319.21,neutral,25,True,0.934
USER_0000,James,Jones,frugal_saver,TX,2025-11-30,11,2025,2025-11,Subscriptions,Blue Apron,14.99,True,monthly,0,0,0,3319.21,negative,3,False,0.25
USER_0000,James,Jones,frugal_saver,TX,2025-12-02,12,2025,2025-12,Groceries,Publix,78.98,False,one-time,0,0,0,3319.21,positive,14,False,0.297
USER_0000,James,Jones,frugal_saver,TX,2025-12-11,12,2025,2025-12,Groceries,Whole Foods,74.42,False,one-time,0,0,0,3319.21,positive,19,False,0.197
USER_0000,James,Jones,frugal_saver,TX,2025-12-15,12,2025,2025-12,Groceries,Walmart,124.33,False,one-time,0,0,0,3319.21,positive,2,False,0.301
USER_0000,James,Jones,frugal_saver,TX,2025-12-18,12,2025,2025-12,Groceries,Publix,152.48,False,one-time,0,0,0,3319.21,positive,18,False,0.417
USER_0001,William,Johnson,frugal_saver,CA,2024-09-01,9,2024,2024-09,Housing (Rent/Mortgage),Wells Fargo Home,1018.1,False,one-time,0,0,0,3166.82,positive,13,False,0.414
USER_0001,William,Johnson,frugal_saver,CA,2024-09-02,9,2024,2024-09,Dining & Restaurants,McDonald's,83.88,False,one-time,0,0,0,3166.82,neutral,16,False,0.188
USER_0001,William,Johnson,frugal_saver,CA,2024-09-07,9,2024,2024-09,Dining & Restaurants,Sushi Zen,121.35,False,one-time,0,0,0,3166.82,neutral,19,False,0.153
USER_0001,William,Johnson,frugal_saver,CA,2024-09-09,9,2024,2024-09,Groceries,Trader Joe's,98.88,False,one-time,0,0,0,3166.82,positive,15,False,0.03
USER_0001,William,Johnson,frugal_saver,CA,2024-09-14,9,2024,2024-09,Transportation & Gas,Shell,20.32,False,one-time,0,0,0,3166.82,positive,10,False,0.344
USER_0001,William,Johnson,frugal_saver,CA,2024-09-20,9,2024,2024-09,Subscriptions,Audible,29.99,True,monthly,0,0,0,3166.82,negative,10,False,0.147
USER_0001,William,Johnson,frugal_saver,CA,2024-10-06,10,2024,2024-10,Utilities & Bills,Comcast,231.96,False,one-time,0,0,0,3166.82,positive,4,False,0.142
USER_0001,William,Johnson,frugal_saver,CA,2024-10-21,10,2024,2024-10,Groceries,Whole Foods,128.98,False,one-time,0,0,0,3166.82,positive,8,False,0.143
USER_0001,William,Johnson,frugal_saver,CA,2024-10-29,10,2024,2024-10,Dining & Restaurants,Chick-fil-A,25.6,False,one-time,0,0,0,3166.82,neutral,6,False,0.147
USER_0001,William,Johnson,frugal_saver,CA,2024-10-29,10,2024,2024-10,Groceries,Costco,145.14,False,one-time,0,0,0,3166.82,positive,20,False,0.483
USER_0001,William,Johnson,frugal_saver,CA,2024-10-31,10,2024,2024-10,Groceries,Trader Joe's,22.4,False,one-time,0,0,0,3166.82,positive,14,False,0.101
USER_0001,William,Johnson,frugal_saver,CA,2024-11-10,11,2024,2024-11,Online Shopping,Wayfair,78.56,False,one-time,0,0,0,3166.82,neutral,20,True,0.795
USER_0001,William,Johnson,frugal_saver,CA,2024-11-13,11,2024,2024-11,Groceries,Walmart,37.18,False,one-time,0,0,0,3166.82,positive,18,False,0.078
USER_0001,William,Johnson,frugal_saver,CA,2024-11-27,11,2024,2024-11,Travel & Leisure,Delta Airlines,97.52,False,one-time,0,0,0,3166.82,positive,22,False,0.429
USER_0001,William,Johnson,frugal_saver,CA,2024-11-29,11,2024,2024-11,Healthcare,Walgreens,80.03,False,one-time,0,0,0,3166.82,positive,9,False,0.47
USER_0001,William,Johnson,frugal_saver,CA,2024-12-14,12,2024,2024-12,Utilities & Bills,Verizon,185.06,False,one-time,0,0,0,3166.82,positive,19,False,0.273
USER_0001,William,Johnson,frugal_saver,CA,2024-12-14,12,2024,2024-12,Misc / Cash,Miscellaneous Merchant,48.09,False,one-time,0,0,0,3166.82,neutral,15,False,0.425
USER_0001,William,Johnson,frugal_saver,CA,2024-12-17,12,2024,2024-12,Utilities & Bills,Duke Energy,87.81,False,one-time,0,0,0,3166.82,positive,15,False,0.228
USER_0001,William,Johnson,frugal_saver,CA,2024-12-23,12,2024,2024-12,Utilities & Bills,AT&T,80.52,False,one-time,0,0,0,3166.82,positive,13,False,0.328
USER_0001,William,Johnson,frugal_saver,CA,2024-12-30,12,2024,2024-12,Transportation & Gas,ExxonMobil,60.15,False,one-time,0,0,0,3166.82,positive,1,False,0.396
USER_0001,William,Johnson,frugal_saver,CA,2025-01-01,1,2025,2025-01,Housing (Rent/Mortgage),Chase Mortgage,1018.1,False,one-time,0,0,0,3166.82,positive,5,False,0.352
USER_0001,William,Johnson,frugal_saver,CA,2025-01-09,1,2025,2025-01,Dining & Restaurants,Local Diner,111.98,False,one-time,0,0,0,3166.82,neutral,18,False,0.067
USER_0001,William,Johnson,frugal_saver,CA,2025-01-15,1,2025,2025-01,Clothing & Fashion,Lululemon,50.0,False,one-time,0,0,0,3166.82,neutral,15,False,0.051
USER_0001,William,Johnson,frugal_saver,CA,2025-01-18,1,2025,2025-01,Clothing & Fashion,Nordstrom,22.15,False,one-time,0,0,0,3166.82,neutral,2,False,0.444
USER_0001,William,Johnson,frugal_saver,CA,2025-01-27,1,2025,2025-01,Groceries,Publix,164.71,False,one-time,0,0,0,3166.82,positive,11,False,0.24
USER_0001,William,Johnson,frugal_saver,CA,2025-01-29,1,2025,2025-01,Transportation & Gas,Lyft,24.45,False,one-time,0,0,0,3166.82,positive,19,False,0.027
USER_0001,William,Johnson,frugal_saver,CA,2025-02-02,2,2025,2025-02,Dining & Restaurants,Chipotle,184.22,False,one-time,0,0,0,3166.82,neutral,1,False,0.131
USER_0001,William,Johnson,frugal_saver,CA,2025-02-15,2,2025,2025-02,Dining & Restaurants,Chick-fil-A,17.89,False,one-time,0,0,0,3166.82,neutral,21,False,0.364
USER_0001,William,Johnson,frugal_saver,CA,2025-02-22,2,2025,2025-02,Groceries,Walmart,100.15,False,one-time,0,0,0,3166.82,positive,18,False,0.222
USER_0001,William,Johnson,frugal_saver,CA,2025-02-23,2,2025,2025-02,Subscriptions,HBO Max,9.99,True,monthly,0,0,0,3166.82,negative,23,False,0.352
USER_0001,William,Johnson,frugal_saver,CA,2025-02-23,2,2025,2025-02,Groceries,Trader Joe's,67.73,False,one-time,0,0,0,3166.82,positive,17,False,0.242
USER_0001,William,Johnson,frugal_saver,CA,2025-02-24,2,2025,2025-02,Subscriptions,Apple One,19.99,True,monthly,0,0,0,3166.82,negative,25,False,0.458
USER_0001,William,Johnson,frugal_saver,CA,2025-02-24,2,2025,2025-02,Groceries,Whole Foods,42.51,False,one-time,0,0,0,3166.82,positive,6,False,0.483
USER_0001,William,Johnson,frugal_saver,CA,2025-02-25,2,2025,2025-02,Dining & Restaurants,Steakhouse,32.3,False,one-time,0,0,0,3166.82,neutral,9,False,0.309
USER_0001,William,Johnson,frugal_saver,CA,2025-03-01,3,2025,2025-03,Housing (Rent/Mortgage),Property Mgmt,1018.1,False,one-time,0,0,0,3166.82,positive,6,False,0.324
USER_0001,William,Johnson,frugal_saver,CA,2025-03-01,3,2025,2025-03,Housing (Rent/Mortgage),Local Landlord,1018.1,False,one-time,0,0,0,3166.82,positive,14,False,0.178
USER_0001,William,Johnson,frugal_saver,CA,2025-03-06,3,2025,2025-03,Groceries,Kroger,55.13,False,one-time,0,0,0,3166.82,positive,23,False,0.389
USER_0001,William,Johnson,frugal_saver,CA,2025-03-20,3,2025,2025-03,Healthcare,CVS Pharmacy,52.48,False,one-time,0,0,0,3166.82,positive,9,False,0.117
USER_0001,William,Johnson,frugal_saver,CA,2025-03-21,3,2025,2025-03,Utilities & Bills,ConEd,106.47,False,one-time,0,0,0,3166.82,positive,5,False,0.16
USER_0001,William,Johnson,frugal_saver,CA,2025-04-09,4,2025,2025-04,Transportation & Gas,BP,47.09,False,one-time,0,0,0,3166.82,positive,24,False,0.196
USER_0001,William,Johnson,frugal_saver,CA,2025-04-10,4,2025,2025-04,Groceries,Walmart,36.15,False,one-time,0,0,0,3166.82,positive,25,False,0.339
USER_0001,William,Johnson,frugal_saver,CA,2025-04-26,4,2025,2025-04,Online Shopping,Wayfair,29.37,False,one-time,0,0,0,3166.82,neutral,25,True,0.933
USER_0001,William,Johnson,frugal_saver,CA,2025-05-01,5,2025,2025-05,Housing (Rent/Mortgage),Chase Mortgage,1018.1,False,one-time,0,0,0,3166.82,positive,20,False,0.34
USER_0001,William,Johnson,frugal_saver,CA,2025-05-05,5,2025,2025-05,Dining & Restaurants,Sushi Zen,178.44,False,one-time,0,0,0,3166.82,neutral,1,False,0.327
USER_0001,William,Johnson,frugal_saver,CA,2025-05-08,5,2025,2025-05,Groceries,Kroger,71.01,False,one-time,0,0,0,3166.82,positive,4,False,0.023
USER_0001,William,Johnson,frugal_saver,CA,2025-05-18,5,2025,2025-05,Groceries,Kroger,44.41,False,one-time,0,0,0,3166.82,positive,3,False,0.438
USER_0001,William,Johnson,frugal_saver,CA,2025-05-22,5,2025,2025-05,Groceries,Publix,56.73,False,one-time,0,0,0,3166.82,positive,11,False,0.286
USER_0001,William,Johnson,frugal_saver,CA,2025-06-03,6,2025,2025-06,Utilities & Bills,Verizon,109.82,False,one-time,0,0,0,3166.82,positive,3,False,0.415
USER_0001,William,Johnson,frugal_saver,CA,2025-06-03,6,2025,2025-06,Utilities & Bills,Duke Energy,154.82,False,one-time,0,0,0,3166.82,positive,18,False,0.11
USER_0001,William,Johnson,frugal_saver,CA,2025-06-06,6,2025,2025-06,Groceries,ALDI,72.44,False,one-time,0,0,0,3166.82,positive,9,False,0.31
USER_0001,William,Johnson,frugal_saver,CA,2025-06-06,6,2025,2025-06,Groceries,Walmart,143.34,False,one-time,0,0,0,3166.82,positive,6,False,0.387
USER_0001,William,Johnson,frugal_saver,CA,2025-06-09,6,2025,2025-06,Utilities & Bills,AT&T,199.09,False,one-time,0,0,0,3166.82,positive,11,False,0.268
USER_0001,William,Johnson,frugal_saver,CA,2025-06-12,6,2025,2025-06,Dining & Restaurants,Local Diner,90.14,False,one-time,0,0,0,3166.82,neutral,11,False,0.065
USER_0001,William,Johnson,frugal_saver,CA,2025-06-16,6,2025,2025-06,Online Shopping,Shein,56.0,False,one-time,0,0,0,3166.82,neutral,10,False,0.111
USER_0001,William,Johnson,frugal_saver,CA,2025-06-22,6,2025,2025-06,Online Shopping,eBay,9.3,False,one-time,0,0,0,3166.82,neutral,24,True,0.826
USER_0001,William,Johnson,frugal_saver,CA,2025-07-02,7,2025,2025-07,Groceries,Publix,23.71,False,one-time,0,0,0,3166.82,positive,4,False,0.46
USER_0001,William,Johnson,frugal_saver,CA,2025-07-04,7,2025,2025-07,Groceries,Kroger,40.63,False,one-time,0,0,0,3166.82,positive,7,False,0.289
USER_0001,William,Johnson,frugal_saver,CA,2025-07-06,7,2025,2025-07,Education,Local College,22.63,False,one-time,0,0,0,3166.82,positive,3,False,0.145
USER_0001,William,Johnson,frugal_saver,CA,2025-07-08,7,2025,2025-07,Entertainment,Regal Cinema,66.16,False,one-time,0,0,0,3166.82,neutral,1,False,0.179
USER_0001,William,Johnson,frugal_saver,CA,2025-07-08,7,2025,2025-07,Clothing & Fashion,Lululemon,71.0,False,one-time,0,0,0,3166.82,neutral,19,False,0.024
USER_0001,William,Johnson,frugal_saver,CA,2025-07-08,7,2025,2025-07,Dining & Restaurants,McDonald's,21.13,False,one-time,0,0,0,3166.82,neutral,4,False,0.326
USER_0001,William,Johnson,frugal_saver,CA,2025-07-10,7,2025,2025-07,Online Shopping,Shein,313.11,False,one-time,0,0,0,3166.82,neutral,14,False,0.037
USER_0001,William,Johnson,frugal_saver,CA,2025-07-16,7,2025,2025-07,Groceries,Costco,102.12,False,one-time,0,0,0,3166.82,positive,5,False,0.193
USER_0001,William,Johnson,frugal_saver,CA,2025-07-19,7,2025,2025-07,Healthcare,CVS Pharmacy,16.59,False,one-time,0,0,0,3166.82,positive,25,False,0.484
USER_0001,William,Johnson,frugal_saver,CA,2025-07-29,7,2025,2025-07,Groceries,ALDI,39.41,False,one-time,0,0,0,3166.82,positive,19,False,0.36
USER_0001,William,Johnson,frugal_saver,CA,2025-08-03,8,2025,2025-08,Entertainment,Regal Cinema,15.25,False,one-time,0,0,0,3166.82,neutral,17,False,0.235
USER_0001,William,Johnson,frugal_saver,CA,2025-08-04,8,2025,2025-08,Subscriptions,LinkedIn Premium,9.99,True,monthly,0,0,0,3166.82,negative,21,False,0.48
USER_0001,William,Johnson,frugal_saver,CA,2025-08-18,8,2025,2025-08,Groceries,Costco,145.68,False,one-time,0,0,0,3166.82,positive,3,False,0.036
USER_0001,William,Johnson,frugal_saver,CA,2025-08-18,8,2025,2025-08,Dining & Restaurants,Chick-fil-A,77.56,False,one-time,0,0,0,3166.82,neutral,16,False,0.089
USER_0001,William,Johnson,frugal_saver,CA,2025-08-25,8,2025,2025-08,Dining & Restaurants,Chick-fil-A,41.47,False,one-time,0,0,0,3166.82,neutral,20,False,0.285
